"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","PROKKA_11072017","PROKKA_11072017_DJ","PROKKA_11162017"
"group_5227","dapb3","Dipeptidyl aminopeptidase BIII","1","1","1","5","5897","753","8","","2081","2081","2081","","","vin01_00915"
"group_5228","ptrA","Protease 3","1","1","1","5","5898","753","7","","2522","2522","2522","","","vin01_00916"
"group_5229","","hypothetical protein","1","1","1","5","5899","753","6","","1292","1292","1292","","","vin01_00917"
"group_5230","","hypothetical protein","1","1","1","5","5901","753","4","","1187","1187","1187","","","vin01_00919"
"group_5231","smc_2","Chromosome partition protein Smc","1","1","1","5","5902","753","3","","3362","3362","3362","","","vin01_00920"
"group_5232","","hypothetical protein","1","1","1","5","5903","753","2","","656","656","656","","","vin01_00921"
"group_5233","","hypothetical protein","1","1","1","5","5904","753","1","","1454","1454","1454","","","vin01_00922"
"group_5234","nfrA","Bacteriophage adsorption protein A","1","1","1","5","5912","1295","1","","1736","1736","1736","","","vin01_00931"
"group_5235","prmC","Release factor glutamine methyltransferase","1","1","1","5","5915","1159","1","","830","830","830","","","vin01_00934"
"phrB_1","","Deoxyribodipyrimidine photo-lyase","1","1","1","5","5918","968","3","","1412","1412","1412","","","vin01_00937"
"group_5237","mlrA_1","HTH-type transcriptional regulator MlrA","1","1","1","5","5919","968","2","","944","944","944","","","vin01_00938"
"group_5238","","hypothetical protein","1","1","1","5","5920","968","1","","953","953","953","","","vin01_00939"
"group_5239","","Epimerase family protein","1","1","1","5","5921","1257","1","","920","920","920","","","vin01_00941"
"group_5240","","hypothetical protein","1","1","1","5","5928","1117","1","","293","293","293","","","vin01_00945"
"group_5241","","hypothetical protein","1","1","1","5","5930","1036","1","","182","182","182","","","vin01_00948"
"group_5242","","hypothetical protein","1","1","1","5","5936","1036","2","","281","281","281","","","vin01_00949"
"group_5243","","hypothetical protein","1","1","1","5","5935","1029","1","","182","182","182","","","vin01_00951"
"group_5244","","hypothetical protein","1","1","1","5","5934","1029","2","","617","617","617","","","vin01_00952"
"group_5245","","hypothetical protein","1","1","1","5","5943","1005","1","","1826","1826","1826","","","vin01_00958"
"group_5246","","hypothetical protein","1","1","1","5","5878","1005","2","","1613","1613","1613","","","vin01_00959"
"group_5247","","hypothetical protein","1","1","1","5","5964","1043","2","","122","122","122","","","vin01_00971"
"degS","","Signal transduction histidine-protein kinase/phosphatase DegS","1","1","1","5","5965","1043","1","","1376","1376","1376","","","vin01_00972"
"group_5249","","hypothetical protein","1","1","1","5","5967","1236","1","","461","461","461","","","vin01_00974"
"group_5250","","hypothetical protein","1","1","1","5","5969","1087","1","","260","260","260","","","vin01_00976"
"hcpA","","Major exported protein","1","1","1","5","5970","1087","2","","518","518","518","","","vin01_00977"
"group_5252","","hypothetical protein","1","1","1","5","5871","840","1","","407","407","407","","","vin01_00981"
"group_5253","","hypothetical protein","1","1","1","5","5872","840","5","","560","560","560","","","vin01_00982"
"group_5254","","hypothetical protein","1","1","1","5","5873","840","4","","398","398","398","","","vin01_00983"
"group_5255","","hypothetical protein","1","1","1","5","5874","840","3","","521","521","521","","","vin01_00984"
"group_5256","","hypothetical protein","1","1","1","5","5875","840","2","","1862","1862","1862","","","vin01_00985"
"group_5257","dksA_2","RNA polymerase-binding transcription factor DksA","1","1","1","5","5870","1365","1","","326","326","326","","","vin01_00987"
"group_5258","murJ","putative lipid II flippase MurJ","1","1","1","5","5993","1340","1","","1538","1538","1538","","","vin01_00999"
"group_5259","","hypothetical protein","1","1","1","5","6005","794","1","","515","515","515","","","vin01_01005"
"pilE","","Fimbrial protein","1","1","1","5","6006","794","2","","392","392","392","","","vin01_01006"
"group_5261","","hypothetical protein","1","1","1","5","6007","794","3","","566","566","566","","","vin01_01007"
"group_5262","","hypothetical protein","1","1","1","5","6008","794","4","","1175","1175","1175","","","vin01_01008"
"group_5263","","hypothetical protein","1","1","1","5","6009","794","5","","485","485","485","","","vin01_01009"
"pilY1","","Type IV pilus biogenesis factor PilY1","1","1","1","5","6010","794","7","","3221","3221","3221","","","vin01_01010"
"group_5265","","hypothetical protein","1","1","1","5","6011","794","6","","551","551","551","","","vin01_01011"
"group_5266","zraR_2","Transcriptional regulatory protein ZraR","1","1","1","5","5866","972","3","","1340","1340","1340","","","vin01_01013"
"kinA_2","","Sporulation kinase A","1","1","1","5","5665","972","2","","1634","1634","1634","","","vin01_01014"
"group_5268","","hypothetical protein","1","1","1","5","5666","972","1","","242","242","242","","","vin01_01015"
"group_5269","","hypothetical protein","1","1","1","5","6017","755","2","","1016","1016","1016","","","vin01_01019"
"group_5270","","hypothetical protein","1","1","1","5","6019","755","10","","701","701","701","","","vin01_01021"
"group_5271","","hypothetical protein","1","1","1","5","6020","755","9","","620","620","620","","","vin01_01022"
"group_5272","","hypothetical protein","1","1","1","5","6022","755","7","","344","344","344","","","vin01_01024"
"group_5273","","hypothetical protein","1","1","1","5","6023","755","6","","1775","1775","1775","","","vin01_01025"
"group_5274","","hypothetical protein","1","1","1","5","6025","755","4","","890","890","890","","","vin01_01027"
"group_5275","","hypothetical protein","1","1","1","5","6026","957","1","","914","914","914","","","vin01_01034"
"group_5276","","hypothetical protein","1","1","1","5","6279","957","3","","557","557","557","","","vin01_01035"
"group_5277","hscB","Co-chaperone protein HscB ","1","1","1","5","6027","1181","1","","524","524","524","","","vin01_01044"
"lapB_1","","Lipopolysaccharide assembly protein B","1","1","1","5","6264","976","2","","758","758","758","","","vin01_01050"
"group_5279","rodZ","Cytoskeleton protein RodZ","1","1","1","5","6263","976","1","","1037","1037","1037","","","vin01_01051"
"group_5280","","hypothetical protein","1","1","1","5","6260","1399","1","","644","644","644","","","vin01_01054"
"group_5281","","hypothetical protein","1","1","1","5","6252","1266","1","","1040","1040","1040","","","vin01_01057"
"group_5282","","hypothetical protein","1","1","1","5","6250","1142","1","","905","905","905","","","vin01_01060"
"group_5283","yjdF_2","Inner membrane protein YjdF","1","1","1","5","6029","984","1","","635","635","635","","","vin01_01063"
"dns_1","","Extracellular deoxyribonuclease","1","1","1","5","6028","984","2","","704","704","704","","","vin01_01064"
"group_5285","","hypothetical protein","1","1","1","5","6241","1034","1","","356","356","356","","","vin01_01066"
"group_5286","btuB_1","Vitamin B12 transporter BtuB","1","1","1","5","6240","1034","2","","2150","2150","2150","","","vin01_01067"
"group_5287","gcd","Quinoprotein glucose dehydrogenase","1","1","1","5","6238","969","1","","2402","2402","2402","","","vin01_01069"
"group_5288","","hypothetical protein","1","1","1","5","6237","969","2","","257","257","257","","","vin01_01070"
"group_5289","hmp_1","Flavohemoprotein","1","1","1","5","6236","969","3","","1331","1331","1331","","","vin01_01071"
"group_5290","gldA","Glycerol dehydrogenase","1","1","1","5","6234","1115","1","","1136","1136","1136","","","vin01_01074"
"rebM","","Demethylrebeccamycin-D-glucose O-methyltransferase","1","1","1","5","6229","796","1","","725","725","725","","","vin01_01076"
"tehB","","putative S-adenosyl-L-methionine-dependent methyltransferase TehB","1","1","1","5","6227","796","3","","287","287","287","","","vin01_01078"
"group_5293","","hypothetical protein","1","1","1","5","6226","796","4","","593","593","593","","","vin01_01079"
"group_5294","","hypothetical protein","1","1","1","5","6225","796","5","","572","572","572","","","vin01_01080"
"group_5295","","hypothetical protein","1","1","1","5","6224","796","6","","1319","1319","1319","","","vin01_01081"
"group_5296","tldD_1","Metalloprotease TldD","1","1","1","5","6223","796","7","","1442","1442","1442","","","vin01_01082"
"group_5297","ddpX","D-alanyl-D-alanine dipeptidase","1","1","1","5","6218","1122","1","","764","764","764","","","vin01_01084"
"group_5298","","hypothetical protein","1","1","1","5","6217","1280","1","","656","656","656","","","vin01_01086"
"group_5299","rep_1","ATP-dependent DNA helicase Rep","1","1","1","5","6213","1132","1","","1808","1808","1808","","","vin01_01088"
"group_5300","","GTP cyclohydrolase 1 type 2 ","1","1","1","5","6206","881","1","","317","317","317","","","vin01_01096"
"group_5301","","hypothetical protein","1","1","1","5","6205","881","4","","503","503","503","","","vin01_01097"
"group_5302","nudC_1","NADH pyrophosphatase","1","1","1","5","6204","881","3","","566","566","566","","","vin01_01098"
"group_5303","nudL","putative Nudix hydrolase NudL","1","1","1","5","6203","881","2","","602","602","602","","","vin01_01099"
"group_5304","corC_2","Magnesium and cobalt efflux protein CorC","1","1","1","5","6200","1319","1","","1286","1286","1286","","","vin01_01101"
"group_5305","rimM","Ribosome maturation factor RimM","1","1","1","5","6052","1120","1","","536","536","536","","","vin01_01105"
"group_5306","","hypothetical protein","1","1","1","5","6187","797","2","","323","323","323","","","vin01_01114"
"group_5307","smtB","Succinyl-CoA--L-malate CoA-transferase beta subunit","1","1","1","5","6180","971","3","","1199","1199","1199","","","vin01_01120"
"group_5308","yedQ","putative diguanylate cyclase YedQ","1","1","1","5","6179","971","2","","1145","1145","1145","","","vin01_01121"
"group_5309","","hypothetical protein","1","1","1","5","6053","971","1","","539","539","539","","","vin01_01122"
"group_5310","yebE","Inner membrane protein YebE","1","1","1","5","6054","1411","1","","701","701","701","","","vin01_01125"
"group_5311","","hypothetical protein","1","1","1","5","6170","1348","1","","554","554","554","","","vin01_01129"
"group_5312","","hypothetical protein","1","1","1","5","6057","1104","1","","323","323","323","","","vin01_01133"
"group_5313","ymdB","O-acetyl-ADP-ribose deacetylase","1","1","1","5","6056","1104","2","","503","503","503","","","vin01_01134"
"group_5314","tsaB","tRNA threonylcarbamoyladenosine biosynthesis protein TsaB","1","1","1","5","6161","875","2","","677","677","677","","","vin01_01138"
"group_5315","","hypothetical protein","1","1","1","5","6160","875","3","","845","845","845","","","vin01_01139"
"group_5316","rsmJ","Ribosomal RNA small subunit methyltransferase J","1","1","1","5","6159","875","4","","779","779","779","","","vin01_01140"
"group_5317","","hypothetical protein","1","1","1","5","6158","875","1","","677","677","677","","","vin01_01141"
"group_5318","","hypothetical protein","1","1","1","5","6063","1243","1","","1835","1835","1835","","","vin01_01144"
"group_5319","","hypothetical protein","1","1","1","5","6153","1308","1","","374","374","374","","","vin01_01146"
"group_5320","kdpE_1","KDP operon transcriptional regulatory protein KdpE","1","1","1","5","6147","749","1","","728","728","728","","","vin01_01151"
"group_5321","kdpD_1","Sensor protein KdpD","1","1","1","5","6146","749","2","","2720","2720","2720","","","vin01_01152"
"group_5322","","hypothetical protein","1","1","1","5","6145","749","3","","848","848","848","","","vin01_01153"
"kdpC","","Potassium-transporting ATPase KdpC subunit","1","1","1","5","6133","749","4","","575","575","575","","","vin01_01154"
"kdpB","","Potassium-transporting ATPase ATP-binding subunit","1","1","1","5","6134","749","5","","2078","2078","2078","","","vin01_01155"
"kdpA_1","","Potassium-transporting ATPase potassium-binding subunit","1","1","1","5","6135","749","6","","224","224","224","","","vin01_01156"
"kdpA_2","","Potassium-transporting ATPase potassium-binding subunit","1","1","1","5","6136","749","7","","1517","1517","1517","","","vin01_01157"
"group_5327","","hypothetical protein","1","1","1","5","6137","749","8","","791","791","791","","","vin01_01160"
"group_5328","","hypothetical protein","1","1","1","5","6138","749","9","","305","305","305","","","vin01_01161"
"group_5329","sufE","Cysteine desulfuration protein SufE","1","1","1","5","6139","749","10","","410","410","410","","","vin01_01162"
"group_5330","sufS_1","Cysteine desulfurase","1","1","1","5","6140","749","11","","1205","1205","1205","","","vin01_01163"
"group_5331","","hypothetical protein","1","1","1","5","6128","1171","1","","839","839","839","","","vin01_01169"
"group_5332","tilS","tRNA(Ile)-lysidine synthase","1","1","1","5","6065","1392","1","","1313","1313","1313","","","vin01_01192"
"group_5333","ispD","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase","1","1","1","5","6100","1162","1","","707","707","707","","","vin01_01197"
"group_5334","yeiG","S-formylglutathione hydrolase YeiG","1","1","1","5","6097","1375","1","","845","845","845","","","vin01_01199"
"group_5335","truD","tRNA pseudouridine synthase D","1","1","1","5","6092","1239","1","","1058","1058","1058","","","vin01_01201"
"group_5336","","hypothetical protein","1","1","1","5","6090","1163","1","","899","899","899","","","vin01_01204"
